pack_id,lang,title,short_title,year,filename,url,license,captured_at
english_pack,en,"Ethics in Technology",ethics_in_tech,2025,en_ethics_in_tech_2022.pdf,-,OER (likely CC-BY, confirm inside front matter),2025-09-07
english_pack,en,"InfoTech Governance, Policy, Ethics & Law",infotech_governance,2025,en_infotech_governance_2025.pdf,https://oercollective.caul.edu.au/infotech-governance-policy-ethics,CC BY-NC 4.0,2025-09-07
