pack_id,lang,title,short_title,year,filename,url,license,captured_at
arabic_pack,ar,"أخلاقيات الذكاء الاصطناعي (ترجمة)",ai_ethics,2024,ar_ai_ethics_2023.pdf,https://www.hindawi.org/books/83695859/,Copyright © MIT Press 2020 / Translation © Hindawi 2024,2025-09-07
arabic_pack,ar,"التفكير الحوسبي (ترجمة)",computational_thinking,2025,ar_computational_thinking_2022.pdf,https://www.hindawi.org/books/9781527337817/,Copyright © MIT Press 2019 / Translation © Hindawi 2025,2025-09-07
arabic_pack,ar,"مقدمة إلى وسائل الإعلام الجديدة والثقافات الإلكترونية (ترجمة)",media_ecultures,2019,ar_media_ecultures_2018.pdf,https://www.hindawi.org/books/9781527317406/,Copyright © Wiley 2010 / Translation © Hindawi 2019,2025-09-07
